#2021-10-27 18:08:12.400369
#Timestamp[ms]	Pressure[mbar]	Temp[°C]	Humidity[%]
2311694.781614, 1020, 21.1, 51 
2311755.788025, 1020, 21.2, 52 
2311815.849926, 1020, 21.2, 52 
2311875.911152, 1020, 21.2, 52 
2311935.919818, 1020, 21.2, 51 
2311995.979936, 1020, 21.1, 51 
2312056.039951, 1020, 21.1, 52 
2312116.049833, 1020, 21.1, 51 
2312176.059829, 1020, 21.1, 52 
2312236.123325, 1020, 21.1, 52 
2312296.186585, 1020, 21.2, 51 
2312356.199813, 1020, 21.2, 51 
2312416.263155, 1020, 21.1, 52 
2312476.326467, 1020, 21.1, 51 
2312536.389762, 1020, 21.1, 52 
2312596.453815, 1020, 21.1, 51 
2312656.51711, 1020, 21.1, 51 
2312716.539781, 1020, 21.2, 52 
2312776.603026, 1020, 21.1, 51 
2312836.666336, 1020, 21.2, 52 
2312896.729764, 1020, 21.2, 52 
2312956.793036, 1020, 21.1, 51 
2313016.85669, 1020, 21.1, 51 
2313076.921028, 1020, 21.1, 52 
2313136.979791, 1020, 21.1, 52 
2313197.039827, 1020, 21.2, 51 
2313257.103177, 1020, 21.1, 51 
2313317.166558, 1020, 21.1, 51 
2313377.22994, 1020, 21.1, 52 
2313437.239771, 1020, 21.1, 52 
2313497.299741, 1020, 21.2, 51 
2313557.363093, 1020, 21.1, 51 
2313617.426452, 1020, 21.1, 51 
2313677.489934, 1020, 21.1, 52 
2313737.553278, 1020, 21.1, 52 
2313797.616571, 1020, 21.1, 52 
2313857.680003, 1020, 21.2, 52 
2313917.743411, 1020, 21.1, 51 
2313977.806795, 1020, 21.1, 51 
2314037.825037, 1020, 21.2, 52 
2314097.835955, 1020, 21.1, 52 
2314157.899297, 1020, 21.2, 52 
2314217.962804, 1020, 21.2, 52 
2314278.02617, 1020, 21.1, 52 
2314338.089591, 1020, 21.1, 52 
2314398.152895, 1020, 21.2, 52 
2314458.170882, 1020, 21.1, 52 
2314518.234344, 1020, 21.1, 52 
2314578.297674, 1020, 21.1, 52 
2314638.361261, 1020, 21.1, 52 
2314698.424493, 1020, 21.1, 52 
2314758.487827, 1020, 21.2, 52 
2314818.549789, 1020, 21.1, 52 
2314878.613968, 1020, 21.2, 52 
2314938.677399, 1020, 21.2, 51 
2314998.740895, 1020, 21.2, 51 
2315058.80429, 1020, 21.1, 52 
2315118.862523, 1020, 21.2, 52 
2315178.925912, 1020, 21.2, 52 
2315238.9892, 1020, 21.2, 52 
2315299.052627, 1020, 21.1, 52 
2315359.115949, 1020, 21.2, 52 
2315419.119805, 1020, 21.2, 51 
2315479.183106, 1020, 21.2, 52 
2315539.199785, 1020, 21.2, 52 
2315599.26307, 1020, 21.2, 52 
2315659.326334, 1020, 21.2, 51 
2315719.389698, 1020, 21.2, 52 
2315779.453711, 1020, 21.2, 51 
2315839.5172, 1020, 21.2, 52 
2315899.580709, 1020, 21.2, 52 
2315959.643954, 1020, 21.2, 52 
2316019.707336, 1020, 21.2, 52 
2316079.770821, 1020, 21.2, 52 
2316139.834207, 1020, 21.2, 52 
2316199.893168, 1020, 21.2, 52 
2316259.957288, 1020, 21.2, 52 
2316320.019786, 1020, 21.2, 52 
2316380.069777, 1020, 21.2, 52 
2316440.129779, 1020, 21.2, 52 
2316500.149802, 1020, 21.2, 52 
2316560.20974, 1020, 21.2, 51 
2316620.273093, 1020, 21.2, 52 
2316680.336311, 1020, 21.1, 52 
2316740.389743, 1020, 21.2, 52 
2316800.453878, 1020, 21.2, 52 
2316860.51727, 1020, 21.2, 52 
2316920.580831, 1020, 21.1, 52 
2316980.644137, 1020, 21.2, 52 
2317040.707529, 1020, 21.2, 52 
2317100.770961, 1020, 21.2, 52 
2317160.829771, 1020, 21.2, 52 
2317220.89322, 1020, 21.2, 52 
2317280.956433, 1020, 21.2, 52 
2317340.97982, 1020, 21.2, 52 
2317401.043026, 1020, 21.2, 52 
2317461.100964, 1020, 21.2, 52 
2317521.159741, 1020, 21.2, 52 
2317581.223133, 1020, 21.2, 51 
2317641.286493, 1020, 21.2, 52 
2317701.349991, 1020, 21.2, 52 
2317761.413352, 1020, 21.2, 51 
2317821.469756, 1020, 21.2, 52 
2317881.533912, 1020, 21.2, 52 
2317941.597218, 1020, 21.2, 52 
2318001.66063, 1020, 21.2, 52 
2318061.687454, 1020, 21.2, 51 
2318121.750919, 1020, 21.2, 52 
2318181.809767, 1020, 21.2, 52 
2318241.873111, 1020, 21.2, 52 
2318301.93057, 1020, 21.2, 52 
2318361.995524, 1020, 21.2, 52 
2318422.049791, 1020, 21.2, 52 
2318482.109882, 1020, 21.1, 52 
2318542.17401, 1020, 21.2, 52 
2318602.237366, 1020, 21.2, 52 
2318662.298918, 1020, 21.1, 52 
2318722.360692, 1020, 21.2, 52 
2318782.424025, 1020, 21.2, 52 
2318842.487463, 1020, 21.2, 52 
2318902.550742, 1020, 21.2, 52 
2318962.559826, 1020, 21.2, 51 
2319022.623715, 1020, 21.2, 52 
2319082.685478, 1020, 21.2, 52 
2319142.748693, 1020, 21.2, 52 
2319202.81216, 1020, 21.2, 52 
2319262.875466, 1020, 21.2, 51 
2319322.937469, 1020, 21.2, 52 
2319383.001733, 1020, 21.2, 52 
2319443.029824, 1020, 21.2, 52 
2319503.093243, 1020, 21.2, 52 
2319563.099848, 1020, 21.2, 52 
2319623.159753, 1020, 21.2, 52 
2319683.223048, 1020, 21.2, 52 
2319743.28628, 1020, 21.2, 51 
2319803.349816, 1020, 21.1, 52 
2319863.364025, 1020, 21.2, 52 
2319923.427159, 1020, 21.2, 52 
2319983.489829, 1020, 21.2, 52 
2320043.553826, 1020, 21.2, 52 
2320103.617175, 1020, 21.2, 52 
2320163.629799, 1020, 21.2, 52 
2320223.693082, 1020, 21.2, 52 
2320283.756458, 1020, 21.2, 52 
2320343.819775, 1020, 21.2, 52 
2320403.883215, 1020, 21.2, 52 
2320463.946653, 1020, 21.2, 52 
2320524.010166, 1020, 21.2, 52 
2320584.029745, 1020, 21.2, 51 
2320644.039766, 1020, 21.2, 52 
2320704.099815, 1020, 21.2, 52 
2320764.109771, 1020, 21.2, 52 
2320824.169742, 1020, 21.2, 52 
2320884.233158, 1020, 21.2, 52 
2320944.296906, 1020, 21.2, 52 
2321004.360513, 1020, 21.2, 52 
2321064.36977, 1020, 21.2, 52 
2321124.433221, 1020, 21.2, 52 
2321184.449791, 1020, 21.2, 51 
2321244.503761, 1020, 21.2, 52 
2321304.567122, 1020, 21.2, 52 
2321364.630597, 1020, 21.2, 52 
2321424.689741, 1020, 21.2, 52 
2321484.753862, 1020, 21.2, 52 
2321544.817294, 1020, 21.2, 52 
2321604.88078, 1020, 21.2, 52 
2321664.944104, 1020, 21.2, 52 
2321724.949796, 1020, 21.2, 51 
2321785.009789, 1020, 21.2, 52 
2321845.07384, 1020, 21.2, 52 
2321905.137236, 1020, 21.2, 52 
2321965.200536, 1020, 21.2, 52 
2322025.263847, 1020, 21.2, 52 
2322085.327088, 1020, 21.2, 52 
2322145.390513, 1020, 21.2, 51 
2322205.44977, 1020, 21.2, 52 
2322265.513004, 1020, 21.2, 52 
2322325.576219, 1020, 21.2, 52 
2322385.639701, 1020, 21.2, 52 
2322445.703075, 1020, 21.2, 52 
2322505.766511, 1020, 21.2, 52 
2322565.829797, 1020, 21.2, 51 
2322625.893187, 1020, 21.2, 52 
2322685.95642, 1020, 21.2, 52 
2322746.019787, 1020, 21.2, 52 
2322806.079746, 1020, 21.2, 52 
2322866.143866, 1020, 21.2, 52 
2322926.207956, 1020, 21.2, 52 
2322986.271387, 1020, 21.2, 52 
2323046.329731, 1020, 21.2, 52 
2323106.39383, 1020, 21.2, 52 
2323166.449774, 1020, 21.2, 52 
2323226.513138, 1020, 21.2, 52 
