#2021-11-02 14:45:52.821105
 #Timestamp[ms];Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over ground[knots];Speed over ground[km/h];Course over ground;Altitude NN [m];Board Temp[°C];External Temp[°C];Humidity[%];Pressure[hPa];Battery Voltage[V];Logger status
141751.711459;00:55:36;14:22:33;02.11.2021;Y;08;43 43.19351 N;010 24.48971 E;0.042;0.0;;11.3;23.375;21.0;37.552;1007.820;3.3;66673
141753.737955;00:55:38;14:22:35;02.11.2021;Y;08;43 43.19376 N;010 24.48976 E;0.126;0.2;;11.2;23.250;21.0;37.560;1007.909;3.3;66673
141755.764679;00:55:40;14:22:37;02.11.2021;Y;08;43 43.19390 N;010 24.48987 E;0.166;0.3;;11.4;23.375;21.125;37.552;1007.869;3.3;66673
141757.791463;00:55:42;14:22:39;02.11.2021;Y;08;43 43.19403 N;010 24.48995 E;0.253;0.4;;11.5;23.375;21.125;37.544;1007.820;3.3;66673
141759.818206;00:55:44;14:22:41;02.11.2021;Y;08;43 43.19435 N;010 24.48994 E;0.502;0.9;;11.7;23.375;21.125;37.537;1007.919;3.3;66673
141761.845032;00:55:46;14:22:43;02.11.2021;Y;08;43 43.19473 N;010 24.48990 E;0.082;0.1;;11.8;23.500;21.0;37.537;1007.929;3.3;66673
141763.871554;00:55:48;14:22:45;02.11.2021;Y;08;43 43.19487 N;010 24.48991 E;0.486;0.9;;11.6;23.375;20.875;37.521;1007.750;3.3;66673
141765.898232;00:55:50;14:22:47;02.11.2021;Y;08;43 43.19544 N;010 24.48982 E;0.168;0.3;;11.9;23.375;21.0;37.521;1007.929;3.3;66673
141767.924731;00:55:52;14:22:49;02.11.2021;Y;08;43 43.19596 N;010 24.48975 E;0.160;0.2;;12.3;23.250;21.0;37.521;1007.750;3.3;66673
141769.951177;00:55:54;14:22:51;02.11.2021;Y;08;43 43.19682 N;010 24.48967 E;0.360;0.6;;12.9;23.250;21.0;37.521;1007.789;3.3;66673
141771.977667;00:55:56;14:22:53;02.11.2021;Y;08;43 43.19731 N;010 24.48964 E;0.121;0.2;;13.3;23.250;21.125;37.521;1007.830;3.3;66673
141774.004485;00:55:59;14:22:56;02.11.2021;Y;08;43 43.19803 N;010 24.48960 E;0.236;0.4;;14.2;23.250;21.0;37.521;1007.869;3.3;66673
141776.030989;00:56:01;14:22:58;02.11.2021;Y;08;43 43.19814 N;010 24.48959 E;0.075;0.1;;14.2;23.375;21.125;37.529;1007.840;3.3;66673
141778.057737;00:56:03;14:23:00;02.11.2021;Y;08;43 43.19775 N;010 24.48970 E;0.091;0.1;;13.8;23.250;21.0;37.529;1007.880;3.3;66673
141780.084238;00:56:05;14:23:02;02.11.2021;Y;08;43 43.19737 N;010 24.48982 E;0.030;0.0;;13.6;23.250;21.0;37.537;1007.840;3.3;66673
141782.110639;00:56:07;14:23:04;02.11.2021;Y;08;43 43.19677 N;010 24.48995 E;0.056;0.1;;13.3;23.375;21.0;37.567;1007.849;3.3;66673
141784.145075;00:56:09;14:23:06;02.11.2021;Y;08;43 43.19627 N;010 24.49010 E;0.068;0.1;;13.3;23.250;21.0;37.560;1007.960;3.3;66673
141786.171582;00:56:11;14:23:08;02.11.2021;Y;08;43 43.19588 N;010 24.49022 E;0.047;0.0;;13.4;23.375;21.125;37.552;1007.770;3.3;66673
141788.198313;00:56:13;14:23:10;02.11.2021;Y;08;43 43.19543 N;010 24.49034 E;0.035;0.0;;13.6;23.250;21.125;37.560;1007.890;3.3;66673
141790.242817;00:56:15;14:23:12;02.11.2021;Y;08;43 43.19496 N;010 24.49045 E;0.003;0.0;;13.9;23.250;21.0;37.552;1007.840;3.3;66673
141792.269235;00:56:17;14:23:14;02.11.2021;Y;08;43 43.19448 N;010 24.49052 E;0.038;0.0;;14.1;23.250;21.0;37.544;1007.669;3.3;66673
141794.295717;00:56:19;14:23:16;02.11.2021;Y;08;43 43.19418 N;010 24.49051 E;0.094;0.1;;14.3;23.250;21.125;37.552;1007.719;3.3;66673
141796.321607;00:56:21;14:23:18;02.11.2021;Y;08;43 43.19407 N;010 24.49051 E;0.049;0.0;;14.7;23.375;21.0;37.560;1007.900;3.3;66673
141798.348104;00:56:23;14:23:20;02.11.2021;Y;08;43 43.19418 N;010 24.49047 E;0.008;0.0;;15.3;23.375;21.125;37.552;1007.789;3.3;66673
141800.375099;00:56:25;14:23:22;02.11.2021;Y;08;43 43.19404 N;010 24.49053 E;0.142;0.2;;15.6;23.250;21.0;37.544;1007.780;3.3;66673
141802.401785;00:56:27;14:23:24;02.11.2021;Y;08;43 43.19423 N;010 24.49052 E;0.058;0.1;;16.0;23.375;21.125;37.552;1007.780;3.3;66673
141804.437389;00:56:29;14:23:26;02.11.2021;Y;08;43 43.19425 N;010 24.49052 E;0.015;0.0;;16.1;23.375;21.0;37.552;1007.789;3.3;66673
141806.464139;00:56:31;14:23:28;02.11.2021;Y;08;43 43.19428 N;010 24.49051 E;0.053;0.0;;16.1;23.250;21.0;37.552;1007.900;3.3;66673
141808.49071;00:56:33;14:23:30;02.11.2021;Y;08;43 43.19427 N;010 24.49055 E;0.070;0.1;;16.1;23.250;21.0;37.544;1007.859;3.3;66673
141810.516589;00:56:35;14:23:32;02.11.2021;Y;08;43 43.19432 N;010 24.49055 E;0.007;0.0;;16.0;23.375;21.125;37.560;1007.909;3.3;66673
141812.543832;00:56:37;14:23:34;02.11.2021;Y;08;43 43.19410 N;010 24.49059 E;0.523;0.9;;15.6;23.250;21.125;37.575;1007.880;3.3;66673
141814.570866;00:56:39;14:23:36;02.11.2021;Y;08;43 43.19405 N;010 24.49058 E;0.067;0.1;;15.2;23.250;21.0;37.598;1008.0;3.3;66673
141816.597708;00:56:41;14:23:38;02.11.2021;Y;08;43 43.19416 N;010 24.49055 E;0.132;0.2;;15.0;23.250;21.0;37.613;1007.869;3.3;66673
141818.62448;00:56:43;14:23:40;02.11.2021;Y;08;43 43.19408 N;010 24.49061 E;0.183;0.3;;14.4;23.375;21.0;37.621;1007.929;3.3;66673
141820.651176;00:56:45;14:23:42;02.11.2021;Y;08;43 43.19387 N;010 24.49074 E;0.327;0.6;;13.7;23.250;21.125;37.613;1007.929;3.3;66673
141822.678266;00:56:47;14:23:44;02.11.2021;Y;08;43 43.19408 N;010 24.49079 E;0.080;0.1;;13.5;23.250;21.0;37.613;1007.909;3.3;66673
141824.705011;00:56:49;14:23:46;02.11.2021;Y;08;43 43.19440 N;010 24.49077 E;0.017;0.0;;13.5;23.375;21.125;37.598;1007.909;3.3;66673
141826.744008;00:56:51;14:23:48;02.11.2021;Y;08;43 43.19447 N;010 24.49078 E;0.239;0.4;;13.3;23.125;21.0;37.598;1007.700;3.3;66673
141828.770789;00:56:53;14:23:50;02.11.2021;Y;08;43 43.19470 N;010 24.49075 E;0.079;0.1;;13.3;23.375;21.0;37.590;1007.880;3.3;66673
141830.803918;00:56:55;14:23:52;02.11.2021;Y;08;43 43.19491 N;010 24.49073 E;0.247;0.4;;13.3;23.250;21.125;37.590;1007.950;3.3;66673
141832.83076;00:56:57;14:23:54;02.11.2021;Y;08;43 43.19506 N;010 24.49074 E;0.380;0.7;;13.2;23.375;21.125;37.575;1007.760;3.3;66673
141834.857495;00:56:59;14:23:56;02.11.2021;Y;08;43 43.19513 N;010 24.49079 E;0.104;0.1;;13.1;23.125;21.0;37.560;1007.909;3.3;66673
141836.884008;00:57:01;14:23:58;02.11.2021;Y;08;43 43.19523 N;010 24.49077 E;0.036;0.0;;13.0;23.250;21.0;37.544;1007.929;3.3;66673
141838.910349;00:57:03;14:24:00;02.11.2021;Y;08;43 43.19553 N;010 24.49068 E;0.066;0.1;;13.4;23.250;21.125;37.544;1008.150;3.3;66673
141840.936625;00:57:05;14:24:02;02.11.2021;Y;08;43 43.19585 N;010 24.49065 E;0.040;0.0;;13.9;23.250;21.0;37.544;1007.969;3.3;66673
141842.963124;00:57:07;14:24:04;02.11.2021;Y;08;43 43.19611 N;010 24.49057 E;0.075;0.1;;14.5;23.250;21.125;37.521;1007.909;3.3;66673
141844.989785;00:57:09;14:24:06;02.11.2021;Y;08;43 43.19603 N;010 24.49056 E;0.408;0.7;;14.5;23.375;21.0;37.506;1007.989;3.3;66673
141847.016402;00:57:12;14:24:09;02.11.2021;Y;08;43 43.19609 N;010 24.49048 E;0.166;0.3;;14.6;23.250;21.125;37.476;1007.869;3.3;66673
141849.043196;00:57:14;14:24:11;02.11.2021;Y;08;43 43.19624 N;010 24.49038 E;0.056;0.1;;14.7;23.125;21.0;37.445;1007.830;3.3;66673
141851.069751;00:57:16;14:24:13;02.11.2021;Y;08;43 43.19636 N;010 24.49027 E;0.096;0.1;;14.7;23.250;21.125;37.430;1007.789;3.3;66673
141853.096489;00:57:18;14:24:15;02.11.2021;Y;08;43 43.19638 N;010 24.49025 E;0.052;0.0;;14.5;23.250;21.125;37.415;1007.869;3.3;66673
141855.123202;00:57:20;14:24:17;02.11.2021;Y;08;43 43.19644 N;010 24.49014 E;0.132;0.2;;14.7;23.250;21.0;37.407;1007.909;3.3;66673
141857.149647;00:57:22;14:24:19;02.11.2021;Y;08;43 43.19675 N;010 24.49005 E;0.124;0.2;;15.4;23.250;21.0;37.415;1007.849;3.3;66673
141859.176173;00:57:24;14:24:21;02.11.2021;Y;08;43 43.19698 N;010 24.48998 E;0.065;0.1;;16.0;23.125;21.125;37.422;1008.10;3.3;66673
141861.202659;00:57:26;14:24:23;02.11.2021;Y;08;43 43.19717 N;010 24.48991 E;0.042;0.0;;16.4;23.125;21.0;37.430;1008.20;3.3;66673
141863.228099;00:57:28;14:24:25;02.11.2021;Y;08;43 43.19718 N;010 24.48984 E;0.055;0.1;;16.5;23.375;21.0;37.445;1007.929;3.3;66673
141865.254597;00:57:30;14:24:27;02.11.2021;Y;08;43 43.19706 N;010 24.48979 E;0.054;0.1;;16.7;23.125;21.125;37.453;1007.780;3.3;66673
141867.281371;00:57:32;14:24:29;02.11.2021;Y;08;43 43.19697 N;010 24.48963 E;0.614;1.1;;17.2;23.125;20.875;37.468;1007.869;3.3;66673
141869.308094;00:57:34;14:24:31;02.11.2021;Y;08;43 43.19673 N;010 24.48963 E;0.053;0.0;;17.5;23.250;21.0;37.476;1007.859;3.3;66673
141871.334876;00:57:36;14:24:33;02.11.2021;Y;08;43 43.19647 N;010 24.48968 E;0.287;0.5;;17.9;23.250;21.0;37.483;1007.830;3.3;66673
141873.361647;00:57:38;14:24:35;02.11.2021;Y;08;43 43.19642 N;010 24.48966 E;0.295;0.5;;18.5;23.250;21.0;37.499;1007.900;3.3;66673
141875.388142;00:57:40;14:24:37;02.11.2021;Y;08;43 43.19590 N;010 24.48989 E;0.297;0.5;;18.2;23.250;20.875;37.506;1007.729;3.3;66673
141877.415038;00:57:42;14:24:39;02.11.2021;Y;08;43 43.19581 N;010 24.48990 E;0.103;0.1;;18.9;23.125;20.875;37.514;1007.909;3.3;66673
141879.443453;00:57:44;14:24:41;02.11.2021;Y;08;43 43.19590 N;010 24.48978 E;0.089;0.1;;20.5;23.250;20.875;37.521;1007.960;3.3;66673
141881.470177;00:57:46;14:24:43;02.11.2021;Y;08;43 43.19586 N;010 24.48970 E;0.100;0.1;;21.8;23.250;21.0;37.529;1007.950;3.3;66673
141883.496643;00:57:48;14:24:45;02.11.2021;Y;08;43 43.19576 N;010 24.48975 E;0.073;0.1;;22.4;23.250;21.0;37.529;1007.969;3.3;66673
141885.523081;00:57:50;14:24:47;02.11.2021;Y;08;43 43.19580 N;010 24.48964 E;0.042;0.0;;23.3;23.250;21.0;37.552;1007.900;3.3;66673
141887.549571;00:57:52;14:24:49;02.11.2021;Y;08;43 43.19595 N;010 24.48957 E;0.120;0.2;;24.4;23.125;21.0;37.567;1008.90;3.3;66673
141889.575908;00:57:54;14:24:51;02.11.2021;Y;08;43 43.19624 N;010 24.48944 E;0.050;0.0;;26.0;23.0;20.875;37.575;1007.859;3.3;66673
141891.602354;00:57:56;14:24:53;02.11.2021;Y;08;43 43.19651 N;010 24.48929 E;0.225;0.4;;27.3;23.125;21.0;37.590;1007.780;3.3;66673
141893.628755;00:57:58;14:24:55;02.11.2021;Y;08;43 43.19705 N;010 24.48925 E;0.079;0.1;;28.1;23.125;20.875;37.590;1008.30;3.3;66673
141895.655396;00:58:00;14:24:57;02.11.2021;Y;08;43 43.19742 N;010 24.48905 E;0.079;0.1;;29.5;23.250;21.0;37.590;1007.840;3.3;66673
141897.681867;00:58:02;14:24:59;02.11.2021;Y;08;43 43.19770 N;010 24.48893 E;0.037;0.0;;30.1;23.250;20.875;37.605;1007.789;3.3;66673
141899.708596;00:58:04;14:25:01;02.11.2021;Y;08;43 43.19780 N;010 24.48882 E;0.053;0.0;;30.4;23.250;21.125;37.598;1007.900;3.3;66673
141901.73534;00:58:06;14:25:03;02.11.2021;Y;08;43 43.19804 N;010 24.48872 E;0.078;0.1;;30.8;23.250;21.125;37.613;1007.950;3.3;66673
141903.762085;00:58:08;14:25:05;02.11.2021;Y;08;43 43.19822 N;010 24.48862 E;0.160;0.2;;31.2;23.125;21.0;37.605;1008.0;3.3;66673
141905.788658;00:58:10;14:25:07;02.11.2021;Y;08;43 43.19846 N;010 24.48858 E;0.002;0.0;;31.4;23.375;21.0;37.598;1007.880;3.3;66673
141907.815122;00:58:12;14:25:09;02.11.2021;Y;08;43 43.19853 N;010 24.48860 E;0.103;0.1;;31.5;23.250;20.875;37.598;1008.10;3.3;66673
141909.841723;00:58:14;14:25:11;02.11.2021;Y;08;43 43.19882 N;010 24.48864 E;0.153;0.2;;31.5;23.0;20.875;37.590;1007.880;3.3;66673
141911.868205;00:58:16;14:25:13;02.11.2021;Y;08;43 43.19883 N;010 24.48868 E;0.032;0.0;;31.8;23.250;21.0;37.598;1007.820;3.3;66673
141913.894693;00:58:18;14:25:15;02.11.2021;Y;08;43 43.19894 N;010 24.48870 E;0.208;0.3;;31.5;23.250;21.0;37.605;1007.849;3.3;66673
141915.921164;00:58:20;14:25:17;02.11.2021;Y;08;43 43.19896 N;010 24.48878 E;0.023;0.0;;31.0;23.125;20.875;37.605;1007.780;3.3;66673
141917.948042;00:58:22;14:25:19;02.11.2021;Y;08;43 43.19896 N;010 24.48884 E;0.068;0.1;;30.5;23.250;20.875;37.605;1007.760;3.3;66673
141919.974907;00:58:24;14:25:21;02.11.2021;Y;08;43 43.19911 N;010 24.48894 E;0.244;0.4;;30.4;23.125;20.875;37.613;1007.880;3.3;66673
141922.00163;00:58:26;14:25:23;02.11.2021;Y;08;43 43.19906 N;010 24.48913 E;0.063;0.1;;29.7;23.375;20.875;37.628;1007.809;3.3;66673
141924.028328;00:58:29;14:25:26;02.11.2021;Y;08;43 43.19888 N;010 24.48926 E;0.227;0.4;;29.1;23.125;21.0;37.636;1007.960;3.3;66673
141926.054746;00:58:31;14:25:28;02.11.2021;Y;08;43 43.19890 N;010 24.48936 E;0.025;0.0;;29.0;23.125;21.0;37.643;1007.830;3.3;66673
141928.081194;00:58:33;14:25:30;02.11.2021;Y;08;43 43.19883 N;010 24.48948 E;0.499;0.9;;28.5;23.125;21.125;37.651;1007.830;3.3;66673
141930.108045;00:58:35;14:25:32;02.11.2021;Y;08;43 43.19885 N;010 24.48953 E;0.115;0.2;;28.2;23.250;21.0;37.651;1008.20;3.3;66673
141932.134418;00:58:37;14:25:34;02.11.2021;Y;08;43 43.19874 N;010 24.48964 E;0.344;0.6;;27.8;23.125;21.0;37.636;1007.840;3.3;66673
141934.164404;00:58:39;14:25:36;02.11.2021;Y;08;43 43.19864 N;010 24.48964 E;0.331;0.6;;27.5;23.250;21.0;37.636;1007.809;3.3;66673
141936.190879;00:58:41;14:25:38;02.11.2021;Y;08;43 43.19856 N;010 24.48959 E;0.249;0.4;;27.4;23.250;21.125;37.636;1007.799;3.3;66673
141938.217808;00:58:43;14:25:40;02.11.2021;Y;08;43 43.19855 N;010 24.48955 E;0.044;0.0;;27.2;23.125;20.875;37.636;1008.80;3.3;66673
141940.244675;00:58:45;14:25:42;02.11.2021;Y;08;43 43.19876 N;010 24.48943 E;0.180;0.3;;27.4;23.125;21.0;37.628;1007.849;3.3;66673
141942.272425;00:58:47;14:25:44;02.11.2021;Y;08;43 43.19929 N;010 24.48924 E;0.060;0.1;;28.1;23.125;20.875;37.628;1007.960;3.3;66673
141944.299171;00:58:49;14:25:46;02.11.2021;Y;08;43 43.20018 N;010 24.48904 E;1.345;2.4;27.43;29.2;23.375;20.875;37.628;1007.929;3.3;66673
141946.326895;00:58:51;14:25:48;02.11.2021;Y;08;43 43.20063 N;010 24.48891 E;0.165;0.3;;29.8;23.125;21.0;37.613;1007.849;3.3;66673
141948.353311;00:58:53;14:25:50;02.11.2021;Y;08;43 43.20083 N;010 24.48878 E;0.099;0.1;;30.2;23.250;20.875;37.613;1007.849;3.3;66673
141950.379842;00:58:55;14:25:52;02.11.2021;Y;08;43 43.20089 N;010 24.48867 E;0.017;0.0;;30.6;23.250;21.0;37.605;1007.929;3.3;66673
141952.405608;00:58:57;14:25:54;02.11.2021;Y;08;43 43.20085 N;010 24.48855 E;0.065;0.1;;30.4;23.250;21.0;37.605;1007.919;3.3;66673
141954.432038;00:58:59;14:25:56;02.11.2021;Y;08;43 43.20073 N;010 24.48857 E;0.153;0.2;;30.4;23.125;21.0;37.605;1007.960;3.3;66673
141956.458564;00:59:01;14:25:58;02.11.2021;Y;08;43 43.20079 N;010 24.48850 E;0.201;0.3;;30.6;23.125;21.0;37.613;1007.919;3.3;66673
141958.484941;00:59:03;14:26:00;02.11.2021;Y;08;43 43.20073 N;010 24.48853 E;0.057;0.1;;30.7;23.375;21.125;37.613;1007.869;3.3;66673
141960.511567;00:59:05;14:26:02;02.11.2021;Y;08;43 43.20075 N;010 24.48861 E;0.110;0.2;;30.8;23.125;21.0;37.605;1008.49;3.3;66673
141962.537801;00:59:07;14:26:04;02.11.2021;Y;08;43 43.20073 N;010 24.48867 E;0.185;0.3;;30.9;23.375;20.875;37.621;1007.799;3.3;66673
141964.56458;00:59:09;14:26:06;02.11.2021;Y;08;43 43.20062 N;010 24.48876 E;0.031;0.0;;30.6;23.125;21.125;37.621;1007.950;3.3;66673
141966.591359;00:59:11;14:26:08;02.11.2021;Y;08;43 43.20053 N;010 24.48885 E;0.026;0.0;;29.8;23.375;21.125;37.613;1007.869;3.3;66673
141968.618069;00:59:13;14:26:10;02.11.2021;Y;08;43 43.20092 N;010 24.48882 E;0.618;1.1;;29.7;23.125;21.0;37.613;1007.929;3.3;66673
141970.644621;00:59:15;14:26:12;02.11.2021;Y;08;43 43.20102 N;010 24.48883 E;0.116;0.2;;29.1;23.250;20.875;37.613;1007.929;3.3;66673
141972.671477;00:59:17;14:26:14;02.11.2021;Y;08;43 43.20090 N;010 24.48890 E;0.067;0.1;;28.4;23.125;20.875;37.613;1007.789;3.3;66673
141974.698188;00:59:19;14:26:16;02.11.2021;Y;08;43 43.20055 N;010 24.48894 E;0.125;0.2;;27.4;23.250;21.125;37.613;1007.950;3.3;66673
141976.724905;00:59:21;14:26:18;02.11.2021;Y;07;43 43.20037 N;010 24.48894 E;0.039;0.0;;26.5;23.250;21.0;37.628;1008.39;3.3;66673
141978.766004;00:59:23;14:26:20;02.11.2021;Y;07;43 43.20013 N;010 24.48894 E;0.052;0.0;;25.4;23.0;21.125;37.651;1007.909;3.3;66673
141980.792272;00:59:25;14:26:22;02.11.2021;Y;07;43 43.20011 N;010 24.48896 E;0.167;0.3;;24.9;23.125;20.875;37.643;1007.989;3.3;66673
141982.818889;00:59:27;14:26:24;02.11.2021;Y;07;43 43.20003 N;010 24.48892 E;0.597;1.1;;24.2;23.375;21.0;37.651;1007.859;3.3;66673
141984.845341;00:59:29;14:26:26;02.11.2021;Y;07;43 43.19964 N;010 24.48900 E;0.412;0.7;;23.5;23.250;20.875;37.643;1007.690;3.3;66673
141986.871996;00:59:31;14:26:28;02.11.2021;Y;07;43 43.19916 N;010 24.48909 E;0.525;0.9;;22.5;23.250;21.125;37.636;1007.979;3.3;66673
141988.89871;00:59:33;14:26:30;02.11.2021;Y;07;43 43.19890 N;010 24.48915 E;0.152;0.2;;21.9;23.125;21.0;37.636;1007.799;3.3;66673
141990.925741;00:59:35;14:26:32;02.11.2021;Y;07;43 43.19830 N;010 24.48918 E;0.148;0.2;;20.8;23.375;21.0;37.636;1007.859;3.3;66673
141992.952895;00:59:37;14:26:34;02.11.2021;Y;07;43 43.19811 N;010 24.48913 E;0.089;0.1;;20.6;23.250;21.0;37.628;1007.880;3.3;66673
141994.980256;00:59:39;14:26:36;02.11.2021;Y;07;43 43.19788 N;010 24.48909 E;0.083;0.1;;20.3;23.125;20.875;37.628;1007.809;3.3;66673
141997.006832;00:59:41;14:26:38;02.11.2021;Y;08;43 43.19771 N;010 24.48902 E;0.074;0.1;;19.9;23.125;21.125;37.621;1007.799;3.3;66673
141999.034297;00:59:44;14:26:41;02.11.2021;Y;08;43 43.19721 N;010 24.48901 E;0.009;0.0;;19.4;23.250;21.0;37.613;1007.859;3.3;66673
142001.060785;00:59:46;14:26:43;02.11.2021;Y;08;43 43.19714 N;010 24.48898 E;0.324;0.6;;19.2;23.250;21.0;37.613;1007.900;3.3;66673
142003.087264;00:59:48;14:26:45;02.11.2021;Y;08;43 43.19716 N;010 24.48898 E;0.210;0.3;;19.0;23.375;20.875;37.621;1007.840;3.3;66673
142005.114112;00:59:50;14:26:47;02.11.2021;Y;08;43 43.19682 N;010 24.48902 E;0.171;0.3;;18.3;23.250;21.0;37.643;1007.789;3.3;66673
142007.140519;00:59:52;14:26:49;02.11.2021;Y;08;43 43.19675 N;010 24.48901 E;0.029;0.0;;18.4;23.500;21.0;37.682;1007.849;3.3;66673
142009.166972;00:59:54;14:26:51;02.11.2021;Y;08;43 43.19668 N;010 24.48897 E;0.157;0.2;;18.6;23.125;21.0;37.689;1007.830;3.3;66673
142011.193443;00:59:56;14:26:53;02.11.2021;Y;07;43 43.19646 N;010 24.48897 E;0.182;0.3;;18.0;23.125;21.0;37.682;1007.950;3.3;66673
142013.219886;00:59:58;14:26:55;02.11.2021;Y;07;43 43.19644 N;010 24.48892 E;0.335;0.6;;17.9;23.250;20.875;37.682;1007.890;3.3;66673
142015.246518;01:00:00;14:26:57;02.11.2021;Y;06;43 43.19653 N;010 24.48890 E;0.061;0.1;;17.4;23.250;21.125;37.682;1008.10;3.3;66673
142017.277831;01:00:02;14:26:59;02.11.2021;Y;06;43 43.19662 N;010 24.48889 E;0.532;0.9;;17.3;23.250;21.0;37.674;1007.950;3.3;66673
142019.304321;01:00:04;14:27:01;02.11.2021;Y;07;43 43.19689 N;010 24.48889 E;0.505;0.9;;17.3;23.375;21.0;37.682;1007.890;3.3;66673
142021.330785;01:00:06;14:27:03;02.11.2021;Y;08;43 43.19700 N;010 24.48894 E;0.183;0.3;;17.4;23.250;20.875;37.674;1007.950;3.3;66673
142023.357555;01:00:08;14:27:05;02.11.2021;Y;07;43 43.19703 N;010 24.48899 E;0.129;0.2;;17.5;23.125;20.875;37.682;1007.929;3.3;66673
142025.384238;01:00:10;14:27:07;02.11.2021;Y;07;43 43.19740 N;010 24.48899 E;0.480;0.8;;18.2;23.250;21.125;37.704;1007.940;3.3;66673
142027.410516;01:00:12;14:27:09;02.11.2021;Y;08;43 43.19815 N;010 24.48895 E;0.211;0.3;;19.6;23.250;21.0;37.720;1007.969;3.3;66673
142029.440327;01:00:14;14:27:11;02.11.2021;Y;08;43 43.19919 N;010 24.48884 E;0.206;0.3;;22.2;23.250;21.0;37.727;1007.830;3.3;66673
142031.466741;01:00:16;14:27:13;02.11.2021;Y;08;43 43.20008 N;010 24.48870 E;0.134;0.2;;24.8;23.375;20.875;37.727;1007.940;3.3;66673
142033.493503;01:00:18;14:27:15;02.11.2021;Y;08;43 43.20071 N;010 24.48859 E;0.078;0.1;;26.3;23.250;20.875;37.735;1007.989;3.3;66673
142035.520342;01:00:20;14:27:17;02.11.2021;Y;08;43 43.20094 N;010 24.48865 E;0.215;0.3;;26.7;23.125;20.875;37.750;1007.989;3.3;66673
142037.547116;01:00:22;14:27:19;02.11.2021;Y;08;43 43.20149 N;010 24.48861 E;0.143;0.2;;28.0;23.250;21.0;37.750;1007.919;3.3;66673
142039.573694;01:00:24;14:27:21;02.11.2021;Y;08;43 43.20201 N;010 24.48860 E;0.398;0.7;;29.4;23.125;20.875;37.750;1007.940;3.3;66673
142041.60045;01:00:26;14:27:23;02.11.2021;Y;08;43 43.20219 N;010 24.48865 E;1.006;1.8;7.86;30.0;23.375;21.0;37.758;1007.909;3.3;66673
142043.627963;01:00:28;14:27:25;02.11.2021;Y;08;43 43.20215 N;010 24.48850 E;0.279;0.5;;29.6;23.250;21.0;37.766;1007.859;3.3;66673
142045.65472;01:00:30;14:27:27;02.11.2021;Y;08;43 43.20196 N;010 24.48844 E;0.058;0.1;;29.5;23.250;21.0;37.766;1007.849;3.3;66673
142047.681805;01:00:32;14:27:29;02.11.2021;Y;08;43 43.20181 N;010 24.48844 E;0.043;0.0;;29.3;23.250;20.875;37.781;1007.929;3.3;66673
142049.708781;01:00:34;14:27:31;02.11.2021;Y;08;43 43.20148 N;010 24.48845 E;0.139;0.2;;29.2;23.250;20.875;37.766;1007.830;3.3;66673
142051.735748;01:00:36;14:27:33;02.11.2021;Y;08;43 43.20121 N;010 24.48845 E;0.030;0.0;;29.1;23.250;20.875;37.773;1007.919;3.3;66673
142053.777954;01:00:38;14:27:35;02.11.2021;Y;08;43 43.20094 N;010 24.48851 E;0.092;0.1;;28.9;23.250;21.0;37.766;1007.960;3.3;66673
142055.805013;01:00:40;14:27:37;02.11.2021;Y;08;43 43.20057 N;010 24.48857 E;0.041;0.0;;28.4;23.250;20.875;37.781;1008.10;3.3;66673
142057.831836;01:00:42;14:27:39;02.11.2021;Y;08;43 43.20023 N;010 24.48859 E;0.138;0.2;;27.7;23.250;20.875;37.796;1007.960;3.3;66673
142059.858865;01:00:44;14:27:41;02.11.2021;Y;08;43 43.19986 N;010 24.48861 E;0.101;0.1;;26.8;23.250;20.750;37.781;1007.919;3.3;66673
142061.885811;01:00:46;14:27:43;02.11.2021;Y;07;43 43.19959 N;010 24.48861 E;0.247;0.4;;26.2;23.250;20.875;37.766;1007.919;3.3;66673
142063.912859;01:00:48;14:27:45;02.11.2021;Y;07;43 43.19936 N;010 24.48868 E;0.014;0.0;;25.6;23.375;21.0;37.766;1008.0;3.3;66673
142065.93961;01:00:50;14:27:47;02.11.2021;Y;07;43 43.19921 N;010 24.48873 E;0.347;0.6;;24.7;23.125;21.0;37.758;1007.890;3.3;66673
142067.966336;01:00:52;14:27:49;02.11.2021;Y;07;43 43.19907 N;010 24.48878 E;0.060;0.1;;24.1;23.250;21.0;37.758;1007.890;3.3;66673
142069.992979;01:00:54;14:27:51;02.11.2021;Y;07;43 43.19888 N;010 24.48889 E;0.116;0.2;;23.2;23.250;21.0;37.750;1007.929;3.3;66673
142072.018776;01:00:56;14:27:53;02.11.2021;Y;07;43 43.19859 N;010 24.48903 E;0.183;0.3;;22.3;23.125;21.0;37.743;1008.20;3.3;66673
142074.045243;01:00:59;14:27:56;02.11.2021;Y;08;43 43.19769 N;010 24.48924 E;0.287;0.5;;20.3;23.375;20.875;37.735;1008.70;3.3;66673
142076.072089;01:01:01;14:27:58;02.11.2021;Y;08;43 43.19736 N;010 24.48935 E;0.005;0.0;;19.6;23.250;20.875;37.735;1008.59;3.3;66673
142078.098906;01:01:03;14:28:00;02.11.2021;Y;08;43 43.19704 N;010 24.48951 E;0.069;0.1;;19.0;23.375;21.0;37.750;1007.960;3.3;66673
